target,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.0,-0.87605387,-0.5465416,-0.35697003,-0.19450959,-0.22830037,-0.10360862,-0.51776308,-0.12961848,-0.51844412,-0.56889996,-0.42295369,-0.57843035,-0.036279863,0.21187119,-0.32259137,-0.45104604,0.3188732,-0.48464755
1.0,-0.78010633,-0.35518351,-0.35697003,-0.19450959,-0.45472934,-0.1144247,-0.36387311,-0.12379767,-0.91426741,-0.93359614,-0.88498644,-0.92064187,0.56802478,-0.55453687,0.36995171,-0.91959884,2.4561463,-0.53229145
1.0,0.48091851,-1.6251054,-0.35697003,-0.19450959,-0.61940535,-0.12123936,-0.50237449,-0.1297718,1.9428392,1.8507798,1.9484739,2.0034334,-2.41513,1.6311453,-0.34182865,1.9538463,-0.80611014,-0.67454483
0.0,-0.88976066,1.0017193,2.4101466,-0.19450959,-0.084209167,-0.10055018,0.067018749,-0.10465305,-0.45635421,-0.44839169,-0.60419304,-0.28205069,0.44332701,-1.3606846,1.860843,-0.49505376,-0.61846816,2.298551
0.0,1.6459958,2.1846602,-0.35697003,-0.19450959,0.039297601,-0.098568111,-0.25615015,-0.12978037,-0.58441468,-0.62915411,-0.66290442,-0.44093467,0.069233626,-1.0030275,1.6299953,-0.62966566,-0.090582449,2.657321
0.0,-1.657341,1.4714165,2.4101466,-0.19450959,0.16280433,-0.087977649,0.005462753,-0.11134523,-0.58344453,-0.59109886,-0.73437909,-0.38899182,0.40495843,-1.4855807,2.110928,-0.58565791,0.010970086,2.2490355
1.0,-0.3277822,-0.75529588,-0.35697003,-0.19450959,0.61566231,-0.086015016,0.1593527,-0.074424631,-0.32053248,-0.24225901,-0.29021505,-0.42871282,0.97089453,-0.06062949,-0.87085467,-0.31643423,-0.064818071,-0.16666546
1.0,-0.64303841,-0.89446541,-0.35697003,-0.19450959,-0.29005339,-0.10484464,-0.37926123,-0.12776512,2.3182894,2.3550121,2.2139513,2.3823105,-1.5518375,1.2053631,-0.4861084,2.2230701,-1.0843298,-0.61989301
1.0,-0.999415,-0.99884255,2.4101466,-0.19450959,-0.26946973,-0.12160969,-0.16381581,-0.10408614,2.0214217,2.1139953,1.9433688,2.0034334,-0.80365084,1.1372381,-1.1209395,1.9486692,-1.1071148,-0.47633233
0.0,1.4815143,1.523605,2.4101466,-0.19450959,0.2863111,0.008463759,-0.20998316,-0.1106987,-0.56598173,-0.58158503,-0.66545708,-0.4256573,0.3186292,-1.1279236,1.5915208,-0.61672215,-0.4006471,2.5352822
1.0,0.72764077,-1.8686521,-0.35697003,-0.19450959,-0.57823565,-0.12066008,-0.25615049,-0.11965735,1.9884364,1.9046917,1.9944219,2.040099,-2.3767611,1.670885,-0.44763382,2.0004427,-0.81903803,-0.66141221
1.0,0.35755739,0.41024885,-0.35697003,-0.19450959,-0.53706715,-0.11772815,-0.47159606,-0.13834509,-0.81240113,-0.77503259,-0.8033011,-0.85036629,0.99967093,-0.60563074,0.02368016,-0.82899472,0.98705838,-0.094136996
1.0,-0.23183466,0.11451362,-0.35697003,-0.19450959,-0.35180701,-0.11401176,-0.39465104,-0.12883574,-0.79687865,-0.69575079,-0.8492491,-0.82286715,1.565607,-1.0030275,0.12948539,-0.85488159,0.32465207,0.38750191
0.0,-1.0542422,0.27107933,-0.35697003,-0.19450959,0.20397335,-0.089799063,-0.16381598,-0.12233799,0.29260543,0.27782947,0.37347834,0.20682293,-0.37200467,0.77958096,-0.94780374,0.35662497,-0.50840994,-0.44090164
1.0,-1.657341,1.5062088,-0.35697003,-0.19450959,1.0479364,-0.037692677,0.91341332,-0.10301938,0.33238182,0.32539844,0.41432099,0.23737756,-0.33363608,0.81932049,-1.0536091,0.39804398,-0.49325682,-0.42161548
1.0,-1.396912,-0.18122161,-0.35697003,-0.19450959,-0.47531387,-0.12094901,-0.48698505,-0.13185858,-0.93367051,-0.93359614,-0.93603977,-0.92064187,0.75986752,-0.78162072,0.5623248,-0.97137262,2.4291093,-0.56600316
0.0,1.5911686,1.6453784,-0.35697003,-0.19450959,-0.043040257,-0.049346677,-0.20998322,-0.12279006,-0.74934103,-0.78137512,-0.84669643,-0.59370766,0.3186292,-1.2641739,1.8223684,-0.75910011,0.62359637,2.4100521
1.0,-0.78010633,-0.75529588,-0.35697003,-0.19450959,-0.26946928,-0.1235918,-0.19459369,-0.11113953,1.9389585,1.9998296,1.9101839,1.8934369,-1.0242699,1.3983845,-1.3421685,1.915016,-1.002328,-0.47614286
1.0,0.31643701,1.1930774,2.4101466,-0.19450959,0.78033825,-0.07868173,0.69796763,-0.074422992,0.55163686,0.541045,0.63895573,0.45125974,-0.54466314,1.0350503,-1.2075074,0.62584869,-0.55882616,-0.43430741
1.0,1.5774619,-1.1380121,-0.35697003,-0.19450959,-0.31063849,-0.11004767,-0.39465071,-0.12808009,1.4577617,1.2577521,1.7085233,1.3342878,-3.0002501,2.8687527,-1.8519571,1.7105096,-0.33096228,-0.56712835
0.0,0.28902343,1.3496431,-0.35697003,-0.19450959,-0.47531392,-0.12000033,-0.37926209,-0.12656075,-0.69113174,-0.68940826,-0.85435443,-0.48982198,0.5776169,-1.6558936,2.2263519,-0.67108464,0.63054133,2.1174383
1.0,-1.396912,-0.61612636,-0.35697003,-0.19450959,0.039297675,-0.055953585,0.14396378,-0.12247518,-0.4311302,-0.40082256,-0.38721637,-0.50815475,0.62557757,-0.06062949,-0.52458306,-0.4148044,-0.0087107493,-0.27324154
0.0,-0.38260937,0.91473837,-0.35697003,-0.19450959,-0.41356039,-0.11269249,-0.0099261144,-0.11795332,-0.38941355,-0.39448005,-0.5607977,-0.17510958,0.27066856,-1.4628723,2.2071147,-0.40444963,-0.48553545,2.2925391
0.0,-1.396912,1.975906,-0.35697003,-0.19450959,-0.084209167,-0.072801181,-0.17920518,-0.10490491,-0.8172519,-0.81625911,-0.91051311,-0.69759328,0.67353826,-1.2925594,1.5145715,-0.84711553,0.50095557,2.29298
0.0,-0.94458783,-0.28559875,-0.35697003,-0.19450959,-0.29005387,-0.12268334,0.63641172,0.20323582,0.33432218,0.38248132,0.32497767,0.29543127,0.16515499,0.21187119,-0.52458306,0.30743987,-0.86040409,-0.40673871
1.0,-1.4654459,0.37545647,-0.35697003,-0.19450959,-0.55765163,-0.12689523,-0.50237403,-0.13381083,-0.86769996,-0.77820386,-0.92327644,-0.87786543,1.5176464,-1.0825068,0.31223982,-0.92218753,0.76052984,0.51248224
1.0,-0.43743654,-1.3467663,-0.35697003,-0.19450959,0.080466808,-0.090970162,-0.17920493,-0.10943918,2.3309013,2.3740397,2.2241619,2.391477,-1.5038768,1.1996861,-0.52458306,2.2334248,-1.0936826,-0.60927823
1.0,-0.46485012,-0.14642923,2.4101466,-0.19450959,-0.063624656,-0.095182062,0.40557663,-0.092057844,-0.44859298,-0.35008227,-0.46124375,-0.52343207,1.2586586,-0.45234913,-0.49572713,-0.48987643,-0.22588423,-0.050516952
0.0,0.71393397,-0.82488064,-0.35697003,-0.19450959,-0.18713128,-0.097055184,3.4833753,0.055052073,-0.18956155,-0.11857948,-0.24681964,-0.18733144,0.79823606,-0.53750555,0.11024807,-0.27242644,-0.99089844,-0.34990943
0.0,-0.12218032,2.1150755,-0.35697003,-0.19450959,0.14221997,-0.10138213,-0.040704237,-0.1147187,-0.54172787,-0.54987235,-0.68587842,-0.35538179,0.36658984,-1.4061013,2.0147414,-0.55718236,-0.18391706,2.3043202
0.0,1.5363415,-0.70310731,-0.35697003,-0.19450959,-0.43414489,-0.11797591,0.94419142,0.21557893,-0.711505,-0.76551877,-0.62461441,-0.75564704,0.088417881,-0.0038584261,-0.08212501,-0.65555252,1.0936392,-0.50950746
1.0,1.5089279,-1.3467663,-0.35697003,-0.19450959,-0.26946973,-0.11340273,-0.30231745,-0.13003253,2.0320935,1.9427467,2.0378172,2.0889864,-2.4630904,1.7049478,-0.4187778,2.0444505,-0.81543371,-0.66790097
1.0,-0.053646366,1.1408888,-0.35697003,-0.19450959,0.14221997,-0.078360858,0.69796763,-0.072023802,0.65544347,0.62666932,0.76658918,0.54292354,-0.7940588,1.2791653,-1.3710245,0.75528326,-0.53212227,-0.44727314
1.0,-1.5339799,-0.35518351,-0.35697003,-0.19450959,-0.18713146,-0.11401176,-0.040704154,-0.10358243,-0.5475488,-0.43253526,-0.57611376,-0.61815132,1.4888699,-0.63969329,-0.40915925,-0.59860134,-0.12259703,0.09298063
0.0,1.0154834,-0.12903304,-0.35697003,-0.19450959,-0.49589831,-0.12070126,-0.54854101,-0.13966758,-0.91911818,-0.91773979,-0.9028551,-0.92980826,0.75986752,-0.64537038,0.33147711,-0.93771966,2.250664,-0.42452145
0.0,0.80988152,0.37545647,-0.35697003,-0.19450959,-0.4341449,-0.11367016,-0.61009698,-0.13554363,-0.95598407,-0.9272536,-0.98709311,-0.93591918,1.0380395,-0.99167329,0.63927403,-1.0231464,0.44187763,-0.36111683
0.0,0.46721172,0.98432313,2.4101466,-0.19450959,-0.125378,-0.10781779,0.23629773,-0.082422544,-0.41366738,-0.41985025,-0.59908776,-0.18122055,0.2802606,-1.5764143,2.3898691,-0.40962705,-0.29797884,2.2498774
1.0,1.4541007,-1.2945778,-0.35697003,-0.19450959,-0.49589812,-0.11871917,-0.48698433,-0.13563711,2.191199,2.1488795,2.1858721,2.2142601,-2.1657345,1.7617187,-0.81314255,2.1945946,-0.88920562,-0.61642263
0.0,1.2210853,-0.26820256,-0.35697003,-0.19450959,-0.45472936,-0.11916598,-0.48698502,-0.13510193,-0.52717554,-0.54987235,-0.47655971,-0.56009758,0.22270784,-0.094692036,-0.062887722,-0.50540853,-0.022856027,-0.48840596
0.0,0.37126418,1.3148507,-0.35697003,-0.19450959,-0.29005376,-0.11574607,-0.44081795,-0.13582606,-0.5000112,-0.50230327,-0.66035173,-0.30038351,0.38577418,-1.4799036,2.1205467,-0.51058595,-0.34527882,2.2599688
0.0,0.46721172,-0.12903304,2.4101466,-0.19450959,-0.53706748,-0.11963163,-0.10226026,-0.12140184,-0.18956155,-0.2042038,-0.16258171,-0.20566423,0.021272902,0.02452708,-0.062887722,-0.18699978,-0.51074041,-0.52714137
0.0,0.46721172,-0.70310731,-0.35697003,-0.19450959,-0.55765173,-0.12171299,-0.59470811,-0.13590481,-0.49322014,-0.55621489,-0.39742702,-0.54176481,-0.17056982,0.2345796,-0.22640475,-0.42515915,0.33689817,-0.52766798
1.0,0.083421552,0.027532671,-0.35697003,-0.19450959,-0.47531383,-0.11896694,-0.53315202,-0.13507035,-0.93464066,-0.93676741,-0.92582911,-0.93286372,0.74068324,-0.70781847,0.45651962,-0.96101786,2.5102207,-0.49661867
1.0,0.19307589,-0.042052089,-0.35697003,-0.19450959,-0.31063819,-0.1179759,-0.34848411,-0.12600182,-0.8735209,-0.91456852,-0.83648576,-0.86869905,0.33781346,-0.4693804,0.45651962,-0.87041374,2.1046632,-0.63974268
0.0,0.87841548,0.3232679,-0.35697003,-0.19450959,-0.70174286,-0.12730816,-0.67165295,-0.14017139,-0.9705364,-0.93676741,-1.0151724,-0.93897464,1.0955923,-1.093861,0.75469787,-1.051622,-1.8698001,0.88194247
0.0,-0.84864029,1.6801707,-0.35697003,-0.19450959,0.43040245,0.21302997,0.34402063,-0.036639124,-0.75613214,-0.74966242,-0.86711776,-0.6212068,0.67353826,-1.3606846,1.6299953,-0.78239831,0.2620317,2.2364378
0.0,0.85100189,-0.30299494,-0.35697003,-0.19450959,0.80092268,0.14762185,1.2673602,0.76516887,0.017081482,0.036812795,0.036526383,-0.02539213,0.16515499,0.14374599,-0.40915925,0.014918063,-0.683222,-0.41886093
0.0,-0.72527916,1.1756812,2.4101466,-0.19450959,-0.22830037,-0.11599384,0.19013077,-0.061829479,-0.57277283,-0.59109886,-0.67311508,-0.42871282,0.29944495,-1.1392778,1.6299953,-0.61931089,-0.3351731,2.529047
0.0,-1.2324305,0.75817266,-0.35697003,-0.19450959,-0.10479364,-0.10659396,-0.25615013,-0.12095087,-0.4718767,-0.45790544,-0.6552464,-0.26066251,0.51047195,-1.6104768,2.2167333,-0.47693297,-0.26888907,2.1577638
0.0,-0.90346746,-0.12903304,-0.35697003,-0.19450959,0.40981809,-0.064590403,-0.45620706,-0.13242766,-0.39523445,-0.42619273,-0.33616305,-0.43176825,0.040457243,0.06994386,-0.15907416,-0.36303064,-0.13678694,-0.50596202
0.0,1.1251377,-0.14642923,-0.35697003,-0.19450959,-0.31063819,-0.11995798,-0.62548596,-0.13960461,-0.93852128,-0.92408233,-0.94880311,-0.92980826,0.89415743,-0.83839168,0.52385019,-0.98431607,2.2182193,-0.45468402
0.0,-1.1227761,0.23628695,-0.35697003,-0.19450959,-0.63998949,-0.12557385,-0.28692814,-0.11038383,-0.92687942,-0.91773979,-0.92838177,-0.92369733,0.83660461,-0.77026651,0.46613827,-0.96360655,2.1510127,-0.45837597
1.0,-0.82122671,0.34066409,-0.35697003,-0.19450959,-0.57823609,-0.12433506,-0.54854099,-0.13891187,-0.83859531,-0.74966242,-0.8798811,-0.86564359,1.4888699,-0.96328781,0.13910406,-0.89630063,0.73735515,0.29474559
1.0,1.0977241,-1.3293702,-0.35697003,-0.19450959,-0.24888462,-0.11376397,-0.24076065,-0.12606483,2.2736621,2.3201282,2.1960828,2.2967575,-1.4271396,1.3472907,-0.85161721,2.2049495,-1.0658899,-0.56751001
1.0,0.28902343,0.010136481,-0.35697003,-0.19450959,-0.51648278,-0.12359178,-0.56393004,-0.13834509,-0.81240113,-0.72429224,-0.84669643,-0.84731083,1.4600935,-0.89516265,0.052536178,-0.87300243,0.59830683,0.21883072
1.0,-0.999415,-0.3725797,-0.35697003,-0.19450959,-0.4341449,-0.11599384,-0.44081806,-0.13053609,-0.89486431,-0.91773979,-0.86967043,-0.89314274,0.52006409,-0.56589105,0.4372823,-0.90406669,2.0710599,-0.58163588
1.0,-1.3420848,-1.0684273,-0.35697003,-0.19450959,-0.29005339,-0.11475501,-0.20998244,-0.11750005,2.3124684,2.3676972,2.1884245,2.3823105,-1.379179,1.0691128,-0.42839654,2.197183,-1.1267935,-0.61561691
1.0,-0.067353157,-1.2597854,-0.35697003,-0.19450959,-0.31063849,-0.11142455,-0.10226079,-0.12754007,2.2882145,2.2947578,2.2267145,2.3303676,-1.8012332,1.4665095,-0.67848145,2.2360134,-1.0044448,-0.60984354
1.0,1.6459958,-1.3293702,-0.35697003,-0.19450959,-0.39297694,-0.1245828,-0.39465178,-0.13185859,2.5598577,2.7006805,2.3339264,2.6664682,-0.80365084,0.5922367,-0.19754882,2.3447382,-1.3191922,-0.6079866
1.0,0.24790305,-1.5555206,-0.35697003,-0.19450959,-0.31063849,-0.10659401,-0.28692836,-0.1252115,2.3163489,2.3074429,2.2471359,2.3823105,-1.9642993,1.4381242,-0.46687111,2.256723,-0.99591571,-0.64346854
0.0,1.2759124,0.41024885,-0.35697003,-0.19450959,-0.70174286,-0.12730816,-0.67165295,-0.14017139,-0.9705364,-0.93676741,-1.0151724,-0.93897464,1.0955923,-1.093861,0.75469787,-1.051622,-1.8698001,0.88194247
0.0,0.87841548,-1.0684273,-0.35697003,-0.19450959,-0.55765164,-0.12171298,-0.54854101,-0.13431769,-0.77068446,-0.79406021,-0.71395775,-0.80758985,0.41455056,-0.25365069,0.014061602,-0.74615665,0.91562199,-0.45560091
1.0,1.1251377,-1.1380121,-0.35697003,-0.19450959,-0.4135606,-0.11963162,-0.42542928,-0.13024598,1.9205257,1.8507798,1.9280525,1.9576016,-2.1945106,1.6254682,-0.55343899,1.9331368,-0.82925391,-0.64346789
0.0,1.4403939,0.98432313,2.4101466,-0.19450959,-0.29005368,-0.11574608,-0.13303822,-0.11869664,-0.60769843,-0.66086681,-0.71395775,-0.42260185,0.011680861,-1.207403,2.0339788,-0.61413346,0.26275733,2.4918955
0.0,-0.30036862,1.7845479,-0.35697003,-0.19450959,-0.063624768,-0.089235871,-0.22537222,-0.11038384,-0.61739995,-0.64501048,-0.74203708,-0.4348237,0.25148422,-1.3379762,2.0147414,-0.62448824,0.068166544,2.372786
1.0,-1.5339799,0.44504123,-0.35697003,-0.19450959,-0.37239154,-0.10979987,-0.39465108,-0.11901151,-0.8259833,-0.81943038,-0.81351175,-0.83814445,0.73109109,-0.59427651,0.27376522,-0.84711553,0.70636781,-0.41816852
1.0,-1.5751003,0.84515361,-0.35697003,-0.19450959,0.88326006,-0.029441791,1.175026,-0.015016396,0.20238112,0.21440409,0.24073972,0.14265831,-0.055464118,0.42192376,-0.65924425,0.22201319,-0.65196104,-0.44621758
1.0,-1.6847546,-1.0510311,-0.35697003,-0.19450959,-0.24888492,-0.11475505,-0.25615015,-0.12826895,-0.49710073,-0.44522036,-0.4714544,-0.57231943,0.87497315,-0.23661936,-0.47648975,-0.50023118,0.035599775,-0.20768975
1.0,-1.4380323,-0.11163685,-0.35697003,-0.19450959,-0.70174286,-0.12730816,-0.67165295,-0.14017139,-0.9705364,-0.93676741,-1.0151724,-0.93897464,1.0955923,-1.093861,0.75469787,-1.051622,-1.8698001,0.88194247
0.0,1.6048754,0.42764504,-0.35697003,-0.19450959,-0.70174286,-0.12730816,-0.67165295,-0.14017139,-0.9705364,-0.93676741,-1.0151724,-0.93897464,1.0955923,-1.093861,0.75469787,-1.051622,-1.8698001,0.88194247
1.0,-0.14959391,-0.042052089,-0.35697003,-0.19450959,-0.53706721,-0.1246654,-0.502374,-0.13834509,-0.80269958,-0.70843589,-0.84414376,-0.835089,1.5080542,-0.93490232,0.071773466,-0.86523636,0.44380878,0.29027517
1.0,-0.3277822,-0.042052089,2.4101466,-0.19450959,-0.45472936,-0.10850458,-0.25615013,-0.12506901,-0.88128213,-0.9050547,-0.87732843,-0.85342175,0.5008798,-0.69646427,0.67774864,-0.91183277,1.8248285,-0.74823097
0.0,0.6728136,0.94953075,-0.35697003,-0.19450959,-0.18713139,-0.067433105,0.71335647,0.036664722,-0.45829454,-0.45156293,-0.59908776,-0.29121711,0.43373486,-1.3152678,1.7935125,-0.50281987,-0.56034152,2.3535501
1.0,0.41238456,-1.677294,-0.35697003,-0.19450959,-0.31063753,-0.12194013,-0.27153888,-0.13588906,2.6316494,2.8465592,2.3517954,2.7306328,-0.18975408,0.29135051,-0.30335399,2.3628593,-1.4384894,-0.50721611
0.0,-0.72527916,1.1756812,2.4101466,-0.19450959,-0.22830037,-0.11599384,0.19013077,-0.061829479,-0.57277283,-0.59109886,-0.67311508,-0.42871282,0.29944495,-1.1392778,1.6299953,-0.61931089,-0.3351731,2.529047
1.0,-1.4106188,0.16670219,-0.35697003,-0.19450959,-0.70174286,-0.12730816,-0.67165295,-0.14017139,-0.9705364,-0.93676741,-1.0151724,-0.93897464,1.0955923,-1.093861,0.75469787,-1.051622,-1.8698001,0.88194247
0.0,0.41238456,-0.96405017,-0.35697003,-0.19450959,0.57449358,-0.04286633,-0.62548597,-0.13542935,-0.91038678,-0.87651326,-0.94880311,-0.88703182,1.0476316,-1.0030275,0.64889269,-0.98431607,-1.3628533,-0.32242653
1.0,-1.067949,1.1408888,-0.35697003,-0.19450959,0.14221975,-0.025809537,0.95958048,0.10820529,-0.19441234,-0.17249103,-0.17534499,-0.23621883,0.3569978,-0.032243881,-0.30335399,-0.19994317,-0.56712569,-0.38287948
0.0,-1.6299274,0.53202219,-0.35697003,-0.19450959,-0.66057394,-0.12664747,-0.64087497,-0.13966758,-0.96859609,-0.93676741,-1.0100671,-0.93897464,1.076408,-1.0711526,0.73546057,-1.0464446,-0.89646217,-0.47335887
0.0,-1.067949,-0.47695684,-0.35697003,-0.19450959,-0.35180701,-0.11450595,-0.44081806,-0.12737165,0.65156286,0.6171554,0.75382574,0.55514531,-0.84201944,1.2167172,-1.2171262,0.74233971,-0.56796657,-0.4699356
0.0,-0.43743654,-0.98144636,-0.35697003,-0.19450959,-0.063625212,-0.096333359,-0.25615029,-0.11997293,0.62051787,0.57592892,0.72829898,0.52764617,-0.90916425,1.2280715,-1.1690327,0.71645273,-0.54246109,-0.48333004
0.0,-0.86234708,1.7323593,-0.35697003,-0.19450959,0.22455772,0.00028771506,-0.20998316,-0.09860735,-0.79590849,-0.79723148,-0.90796043,-0.65176137,0.63516971,-1.4004243,1.7358005,-0.80828518,0.72820835,2.2063072
1.0,-0.88976066,-1.2423892,-0.35697003,-0.19450959,-0.43414478,-0.11401166,-0.45620715,-0.12757618,1.953511,1.9459181,1.9535794,1.9392687,-1.6573511,1.60276,-1.0536091,1.9590239,-0.91329402,-0.56090595
0.0,0.48091851,1.5062088,-0.35697003,-0.19450959,-0.10479364,-0.10211935,-0.33309515,-0.12304196,-0.5126232,-0.54352979,-0.64758841,-0.3156608,0.13637861,-1.3209449,2.1013093,-0.52352938,-0.10054301,2.426236
1.0,-1.2324305,0.149306,-0.35697003,-0.19450959,-0.5164828,-0.12557385,-0.61009699,-0.13740045,-0.82986392,-0.73380606,-0.87477577,-0.85953268,1.5464228,-0.98031909,0.11024807,-0.88594587,0.72866462,0.35883068
0.0,1.700823,-1.1380121,-0.35697003,-0.19450959,-0.20771586,-0.10628512,-0.59470801,-0.13459883,-0.73866936,-0.76551877,-0.68077309,-0.77397979,0.3569978,-0.21958819,0.014061602,-0.7125037,0.79223418,-0.46750027
1.0,1.3992736,-0.094240659,-0.35697003,-0.19450959,-0.68115842,-0.12689523,-0.37926203,-0.13834509,-0.82307283,-0.73697733,-0.86201244,-0.85036629,1.4505014,-0.93490232,0.12948539,-0.88594587,0.5200921,0.26018274
1.0,-0.026232782,1.2278698,-0.35697003,-0.19450959,0.24514234,-0.087512203,1.8521414,-0.0090170681,0.62245824,0.61398414,0.70532498,0.52459069,-0.58303174,1.0634356,-1.2171262,0.69315452,-0.58915877,-0.434021
0.0,0.61798643,0.27107933,-0.35697003,-0.19450959,-0.31063819,-0.11599383,-0.47159606,-0.13532225,-0.86090888,-0.88285581,-0.81861711,-0.88092089,0.5008798,-0.42396362,0.21605327,-0.85229292,1.5736638,-0.49483692
1.0,1.7145298,0.91473837,-0.35697003,4.3903592,-0.10479327,-0.10360863,0.28246453,-0.11134525,0.43521831,0.40785152,0.5394018,0.3320967,-0.60221591,1.0520815,-1.1786515,0.52488989,-0.47635256,-0.44609171
0.0,0.97436302,-0.49435303,-0.35697003,-0.19450959,-0.063624768,-0.10224896,-0.30231706,-0.11866351,-0.77068446,-0.74331988,-0.76756375,-0.79231255,0.87497315,-0.61130778,0.15834135,-0.80051912,0.37524897,-0.25001784
1.0,1.5774619,1.1930774,-0.35697003,-0.19450959,0.18338851,-0.11288271,0.54407765,-0.09970824,0.23342603,0.22074659,0.31987234,0.13960271,-0.30485961,0.76822662,-0.99589696,0.3022625,-0.44363,-0.42300294
1.0,-0.026232782,0.21889076,-0.35697003,-0.19450959,-0.49589831,-0.10286261,-0.48698505,-0.1175001,-0.94143175,-0.93359614,-0.94625044,-0.93286372,0.83660461,-0.80432911,0.52385019,-0.98172738,2.449387,-0.48408735
1.0,-0.39631616,-0.68571112,-0.35697003,-0.19450959,-0.14596237,-0.098815894,-0.22537225,-0.10131525,-0.34575654,-0.26445795,-0.32595237,-0.4439901,1.0188552,-0.15146295,-0.76504933,-0.35267587,-0.12308693,-0.15269826
1.0,0.64540002,1.0365117,-0.35697003,-0.19450959,0.36864907,-0.089799055,0.45174351,-0.087926838,0.50506941,0.50298964,0.59300773,0.39626146,-0.42955744,1.0009877,-1.2652194,0.57925228,-0.53182842,-0.41070671
1.0,-0.6567452,1.0713041,-0.35697003,-0.19450959,0.38923358,0.043562831,1.0519141,0.40595503,-0.11777007,-0.10272314,-0.10387032,-0.14761044,0.23229997,-0.0038584261,-0.22640475,-0.12745987,-0.68561603,-0.46745491
1.0,0.71393397,1.0017193,-0.35697003,-0.19450959,0.88326043,-0.088710179,0.036240876,-0.11490876,0.61760744,0.59495659,0.72319382,0.50625803,-0.70772957,1.2110402,-1.3421685,0.71127552,-0.5251657,-0.44111221
1.0,-0.43743654,-1.6425016,-0.35697003,-0.19450959,-0.24888418,-0.099889357,-0.28692764,-0.11340653,2.3949315,2.459664,2.2650044,2.4617524,-1.3599948,1.0974984,-0.49572713,2.2748436,-1.1405952,-0.60495832
0.0,-0.12218032,1.3844355,-0.35697003,-0.19450959,0.43040219,-0.083861957,0.1439635,-0.11030531,-0.4592647,-0.49596071,-0.60929837,-0.23927426,0.040457243,-1.3777159,2.2936825,-0.45881212,-0.14465035,2.3834818
0.0,-1.6847546,-0.49435303,2.4101466,-0.19450959,0.059882408,-0.097422654,-0.42542859,-0.12468394,0.48663651,0.41736532,0.63129781,0.37487326,-1.0242699,1.3643218,-1.2844566,0.6180827,-0.39042269,-0.48207089
